Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Colombia,16,Norberto Peña,427777432,,Potente,1,,1,,29,33,4710,1060,174,4,3,20,4,6,1,3,9,6,5,7,6,13-09-2020,4.5,DEL
España,9,Mauro Albelda,426590336,,Técnico,,,,,29,42,2370,600,160,4,3,20,6,6,1,5,7,4,4,7,1,09-09-2020,4,DEL
Grecia,13,Pakis Trachanoplagias,422917556,,Rápido,,,,,29,60,3670,900,160,6,1,20,6,6,1,8,7,4,3,3,2,13-09-2020,4.5,DC
Argentina,23,Huberto Marquet,427791661,,,,,,,29,78,62640,38844,173,4,6,20,6,6,1,3,16,4,2,2,3,06-09-2020,7,MC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,24,410,310,174,2,3,20,4,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,30,33,2380,564,160,6,2,20,6,6,1,8,6,4,5,6,6,13-09-2020,4,LI
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,1,,30,63,56200,30840,16,8,2,12,7,6,1,16,4,2,4,2,5,06-09-2020,7.5,DC
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,6,190,290,174,3,1,20,4,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,19,960,690,174,4,2,20,2,5,6,2,2,1,1,1,5,26-08-2020,1.5,POR
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,36,107,0,300,16,7,7,12,2,2,0,4,3,1,0,0,6,09-09-2020,0.5,LI
Túnez,25,Karim Ati,399199147,,,,,,,36,109,11310,3756,0,15,3,3,4,3,13,3,1,0,0,0,1,26-04-2020,6,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,7,70,280,174,7,1,20,5,3,4,2,2,0,0,0,1,09-09-2020,1.5,POR
Alemania,35,Walter Brieselang,401033610,,,,,,,39,24,830,1404,59,8,5,20,3,2,0,0,12,0,2,0,4,12-08-2020,5.5,MC
