Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Grecia,13,Pakis Trachanoplagias,422917556,,Rápido,,3,,,28,111,4100,948,151,6,1,20,6,7,1,8,7,4,3,3,2,15-07-2020,4.5,DC
Estados Unidos,30,Tomás Ruiz,442669692,,,,,,,21,27,5960,1044,57,3,4,20,6,8,2,4,9,8,5,3,3,15-07-2020,5,EI
Alemania,35,Walter Brieselang,401033610,,,,,,,38,75,2080,2472,50,8,5,20,6,3,0,1,13,0,3,1,4,24-06-2020,6,MC
Japón,8,僚 (Ryo) 川野 (Kawano),434502972,,Rápido,,,,,25,99,44930,15252,119,2,2,20,6,8,1,4,14,2,2,4,4,12-07-2020,6,MC
Colombia,,Alejandro Martínez,427777427,1,Técnico,1,,,,35,92,20,260,165,4,7,20,5,4,1,4,5,1,3,0,5,07-11-2018,2.5,DEL
Irlanda,5,Bosco Coyne,432091322,,,,,,,27,67,4760,852,134,6,6,20,5,7,1,8,7,3,2,6,4,31-05-2020,4.5,DC
Colombia,17,Fabián Álvarez,446926492,,Potente,,,,,19,45,5490,1890,34,2,6,17,5,7,1,4,10,3,3,2,3,15-07-2020,4,MC
Rumanía,12,Fănică Teacu,433196899,,,,,,,27,47,3160,1596,134,5,2,20,5,7,7,3,6,1,1,1,4,15-07-2020,3.5,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,37,58,160,290,165,7,1,20,5,3,4,2,2,0,0,0,2,08-01-2020,3,POR
Argentina,23,Huberto Marquet,427791661,,,,,,,29,17,54950,38844,164,4,6,20,5,6,1,3,16,4,2,2,3,15-07-2020,6,MC
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,,,30,2,60950,30840,7,8,2,8,5,7,1,16,4,2,4,2,5,15-07-2020,6,LD
Suiza,27,Maximilian Gmünder,426697959,,,,,,,27,93,37670,15684,61,6,4,20,5,7,1,14,4,3,4,5,3,15-07-2020,6,DC
Suiza,28,Mickaël Bourrée,428032686,,Cabeceador,,,2,,28,21,34960,17604,162,6,2,20,5,7,1,2,14,7,3,6,5,05-07-2020,5,EI
Colombia,29,Weibar Cerquera,438673853,,Potente,,,1,,24,20,20810,8090,88,2,4,20,5,8,1,2,12,3,2,5,4,12-07-2020,4.5,MC
Suiza,,Achille Lev,439739663,,Imprevisible,,,,,36,46,0,300,8,7,7,8,4,3,0,5,4,1,1,0,6,10-11-2019,3.5,DC
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,31,57,310,310,165,3,1,20,4,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Bélgica,4,Erik Janssens,432292771,,,,,,,26,110,2620,660,134,3,4,20,4,7,1,8,7,3,4,4,3,10-05-2020,4,DC
Italia,6,Gino Ambrogetti,427067471,,Cabeceador,,,,,27,90,3190,732,134,4,5,20,4,7,1,8,7,3,3,5,4,15-07-2020,3.5,DC
Uzbekistán,11,Latif Hoshimov,431250005,,Potente,,,1,,26,19,11630,3612,84,5,4,20,4,7,1,4,5,3,7,11,1,12-07-2020,5,DEL
Chile,10,Oskar Aizpuru,427812596,,,,,1,,28,47,123490,81408,164,7,5,20,4,7,1,4,18,4,4,6,3,12-07-2020,6.5,MC
Costa Rica,15,Abdulad Conejo,435765263,,,,,1,,24,84,11150,4380,115,4,5,20,3,8,1,2,11,7,3,5,5,15-07-2020,3,ED
Colombia,98,Gonzalo Albán,427777420,,,1,,,,28,71,900,390,165,3,6,20,3,6,1,7,5,4,5,2,5,10-05-2020,4,DC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,27,8,1710,612,134,4,2,20,3,7,1,8,6,4,4,4,1,27-05-2020,4,DC
Italia,20,Paolo Prada,448909876,,,,,,,19,8,1430,468,23,2,4,14,3,7,1,5,7,3,7,4,1,15-07-2020,2.5,MC
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,31,70,960,770,165,4,2,20,2,5,6,2,2,1,1,1,5,13-11-2019,3,POR
Finlandia,7,Harri Pyykkö,425991616,,,,,1,,28,41,41350,36972,164,4,4,20,2,7,1,4,15,4,2,6,2,15-07-2020,4,MC
Venezuela,92,Israel Arteaga,428808648,,,,,,,27,35,510,444,151,2,5,20,2,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,29,75,410,320,165,2,3,20,2,6,1,4,6,3,6,3,6,31-10-2018,3,DEL
Bélgica,34,Watse Deschuymere,437261831,,,,,,,23,73,19450,16788,103,3,3,20,2,8,1,3,14,5,4,3,3,15-07-2020,3,MC
