Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Túnez,25,Karim Ati,399199147,,,,,,,37,49,9890,1776,8,15,3,8,5,4,13,3,1,0,0,0,0,25-10-2020,3.5,POR
Estados Unidos,30,Tomás Ruiz,442669692,,,,,,,22,28,9690,1620,73,3,4,20,6,8,2,4,9,8,6,3,3,04-11-2020,5,ED
Colombia,16,Norberto Peña,427777432,,Potente,1,,,,29,85,6590,1060,181,5,3,20,6,7,1,3,9,6,6,7,6,04-11-2020,5.5,DEL
Irlanda,5,Bosco Coyne,432091322,,,,,,,28,68,4780,876,151,6,6,20,6,7,1,8,7,3,3,6,4,04-11-2020,4.5,DC
Rumanía,12,Fănică Teacu,433196899,,,,,,,28,48,3970,1620,150,6,2,20,7,7,7,3,7,1,1,1,4,04-11-2020,4,POR
Italia,20,Paolo Prada,448909876,,,,,,,20,9,3860,780,39,2,4,18,5,7,1,5,8,3,7,4,1,04-11-2020,4,MC
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,30,85,2670,564,168,6,2,20,6,7,1,8,6,4,5,6,6,01-11-2020,4.5,DC
España,9,Mauro Albelda,426590336,,Técnico,,,1,,29,94,2530,600,167,4,3,20,5,7,1,5,7,4,5,7,1,04-11-2020,4.5,DEL
Grecia,13,Pakis Trachanoplagias,422917556,,Rápido,,,,,30,0,2120,852,168,6,1,20,3,6,1,8,7,4,3,3,2,04-11-2020,4,DC
Italia,19,Mauro Turina,448915978,,Imprevisible,,,,,19,62,1950,468,39,2,2,18,4,7,1,4,7,4,7,3,4,04-11-2020,3.5,MC
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,71,1420,690,181,4,2,20,4,5,6,2,2,1,1,1,5,26-08-2020,1.5,POR
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,17,77,1270,310,10,2,4,9,5,6,1,2,4,6,7,3,3,04-11-2020,2,MC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,28,9,1260,612,150,4,2,20,3,6,1,8,6,4,4,4,1,07-10-2020,3,DC
Colombia,98,Gonzalo Albán,427777420,,,1,,,,29,72,810,380,181,3,6,20,4,6,1,7,5,4,5,2,5,10-05-2020,4,DC
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,36,640,444,168,2,5,20,4,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Alemania,35,Walter Brieselang,401033610,,,,,,,39,76,620,1404,67,8,5,20,4,2,0,0,12,0,2,0,3,12-08-2020,5.5,MC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,76,530,310,181,2,3,20,6,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,34,Daniel Otero,455416321,,Técnico,,,,,17,52,480,290,6,2,6,7,6,5,2,5,6,4,3,2,4,04-11-2020,1.5,DEL
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,58,130,290,181,3,1,20,2,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,59,40,280,181,7,1,20,3,3,4,1,1,0,0,0,1,09-09-2020,1.5,POR
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,47,0,300,24,7,7,14,4,3,0,4,3,0,0,0,6,09-09-2020,0.5,LI
