Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Italia,19,Mauro Turina,448915978,,Imprevisible,,,,,19,69,2000,468,40,2,2,18,4,7,1,4,7,4,7,3,4,11-11-2020,3,MC
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,30,92,2770,564,169,6,2,20,7,7,1,8,6,4,5,6,6,08-11-2020,4.5,DC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,28,16,1240,612,152,4,2,20,3,6,1,8,6,4,4,4,1,07-10-2020,3,DC
Uzbekistán,11,Latif Hoshimov,431250005,,Potente,,,1,,27,27,21010,3636,102,6,4,20,8,7,1,4,6,3,8,11,1,08-11-2020,8,DEL
Colombia,34,Daniel Otero,455416321,,Técnico,,,,,17,59,570,290,7,2,6,8,7,6,2,5,6,4,4,2,4,11-11-2020,1.5,DEL
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,83,510,310,182,2,3,20,6,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,65,140,290,182,3,1,20,3,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Irán,26,Farjad Amjadi,432094261,,,,,,,27,8,57330,17868,78,7,5,20,8,7,1,14,5,3,4,6,4,01-11-2020,8,DC
Suiza,27,Maximilian Gmünder,426697959,,,,,,,28,101,32210,15684,79,7,4,20,5,7,1,14,5,3,4,5,3,08-11-2020,7,DC
Austria,32,Alfred Vejdovszky,431124773,,,,,1,,27,20,19580,5220,104,6,2,20,7,7,1,5,5,6,5,11,3,08-11-2020,7.5,DEL
Colombia,98,Gonzalo Albán,427777420,,,1,,,,29,79,770,380,182,3,6,20,4,6,1,7,5,4,5,2,5,10-05-2020,4,DC
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,,,31,10,38320,26820,25,8,2,14,5,6,1,16,4,2,4,2,5,08-11-2020,6.5,DC
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,17,84,1520,310,11,2,4,10,6,6,1,2,4,6,7,3,3,11-11-2020,2.5,MC
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,43,620,444,169,2,5,20,4,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,54,0,300,25,7,7,14,3,3,0,4,3,0,0,0,6,09-09-2020,0.5,LI
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,78,1300,690,182,4,2,20,4,5,6,2,2,1,1,1,5,26-08-2020,1.5,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,66,30,280,182,7,1,20,2,3,3,1,1,0,0,0,1,09-09-2020,1.5,POR
Túnez,25,Karim Ati,399199147,,,,,,,37,56,10600,1776,9,15,3,9,6,4,13,3,1,0,0,0,0,25-10-2020,3.5,POR
