Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Uzbekistán,11,Latif Hoshimov,431250005,,Potente,,,1,,27,70,21240,3636,108,6,4,20,7,7,1,4,6,3,8,11,1,20-12-2020,8,DEL
Irán,26,Farjad Amjadi,432094261,,,,,,,27,51,56180,17868,84,7,5,20,7,7,1,14,6,3,4,6,4,20-12-2020,7.5,DC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,31,14,390,290,188,2,3,20,5,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,108,180,290,188,3,1,20,4,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Colombia,98,Gonzalo Albán,427777420,,,1,,,,30,10,810,360,188,3,6,20,5,6,1,7,6,4,5,2,5,02-12-2020,2.5,LI
Suiza,,Sebastian Speidel,457029802,,Rápido,,,,,17,52,580,396,0,1,3,1,6,5,1,5,6,5,2,2,7,,,
Suiza,27,Maximilian Gmünder,426697959,,,,,,,29,32,22830,14148,85,7,4,20,3,7,1,14,5,3,4,5,3,23-12-2020,4.5,DC
Austria,32,Alfred Vejdovszky,431124773,,,,,1,,27,63,20290,5220,110,6,2,20,7,7,1,5,5,6,5,11,3,20-12-2020,7.5,DEL
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,18,15,1770,390,17,2,4,12,5,7,1,2,5,6,7,3,3,23-12-2020,3,MC
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,,,31,53,48760,26820,31,8,2,16,8,6,1,16,4,2,4,2,5,20-12-2020,7,POR
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,86,600,444,175,2,5,20,4,6,1,7,4,4,4,2,2,10-05-2020,2,MC
España,,Carlos Taboada Soto,456804541,,,,,,,17,28,1040,540,0,1,4,1,6,6,1,4,4,4,2,7,8,23-12-2020,1.5,LD
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,33,9,1310,610,188,4,2,20,5,6,6,2,2,1,1,0,5,23-12-2020,2.5,POR
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,97,0,300,31,7,7,16,1,3,0,4,2,0,0,0,6,09-09-2020,0.5,LI
Túnez,25,Karim Ati,399199147,,,,,,,37,99,10030,1776,15,15,3,11,6,4,13,2,1,0,0,0,0,13-12-2020,5.5,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,109,20,280,188,7,1,20,2,3,3,1,0,0,0,0,1,09-09-2020,1.5,POR
