Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,30,106,2950,564,171,6,2,20,8,7,1,8,6,4,5,6,6,22-11-2020,4.5,DC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,28,30,1580,612,153,4,2,20,4,7,1,8,6,4,4,4,1,25-11-2020,3,LD
Uzbekistán,11,Latif Hoshimov,431250005,,Potente,,,1,,27,41,20740,3636,104,6,4,20,7,7,1,4,6,3,8,11,1,22-11-2020,8,DEL
Irán,26,Farjad Amjadi,432094261,,,,1,,,27,22,38350,17868,80,7,5,20,5,7,1,14,6,3,4,6,4,15-11-2020,8,DC
Colombia,34,Daniel Otero,455416321,,Técnico,,,,,17,73,710,290,9,2,6,9,8,6,2,5,6,4,4,2,4,25-11-2020,3.5,MC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,97,500,310,184,2,3,20,5,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,79,150,290,184,3,1,20,3,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Suiza,27,Maximilian Gmünder,426697959,,,,,,,29,3,18600,14148,81,7,4,20,2,7,1,14,5,3,4,5,3,22-11-2020,5,DC
Austria,32,Alfred Vejdovszky,431124773,,,,,1,,27,34,20750,5220,106,6,2,20,8,7,1,5,5,6,5,11,3,22-11-2020,8,DEL
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,17,98,1730,310,13,2,4,11,6,7,1,2,5,6,7,3,3,25-11-2020,3,MC
Colombia,98,Gonzalo Albán,427777420,,,1,,,,29,93,770,380,184,3,6,20,3,6,1,7,5,4,5,2,5,25-11-2020,2.5,LI
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,,,31,24,42330,26820,27,8,2,15,6,6,1,16,4,2,4,2,5,22-11-2020,7,DC
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,57,610,444,171,2,5,20,4,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,68,0,300,27,7,7,15,2,3,0,4,3,0,0,0,6,09-09-2020,0.5,LI
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,92,1140,690,184,4,2,20,3,5,6,2,2,1,1,0,5,26-08-2020,1.5,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,80,20,280,184,7,1,20,2,3,3,1,1,0,0,0,1,09-09-2020,1.5,POR
Túnez,25,Karim Ati,399199147,,,,,,,37,70,11130,1776,11,15,3,10,7,4,13,3,1,0,0,0,0,25-11-2020,5,POR
