Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,1,420,310,171,2,3,20,3,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,31,95,270,310,171,3,1,20,4,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Irán,26,Farjad Amjadi,432094261,,,,,,,26,38,49540,17868,67,6,5,20,6,7,1,14,5,3,4,6,4,16-08-2020,7.5,DC
Austria,32,Alfred Vejdovszky,431124773,,,,,,,26,50,16630,5220,92,5,2,20,6,7,1,5,5,6,3,11,3,16-08-2020,6.5,DEL
Colombia,98,Gonzalo Albán,427777420,,,1,,,,28,109,670,390,171,3,6,20,2,6,1,7,5,4,5,2,5,10-05-2020,4,DC
Colombia,,Alejandro Martínez,427777427,1,Técnico,1,,,,36,18,10,250,171,4,7,20,4,3,1,4,5,1,3,0,5,07-11-2018,2.5,DEL
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,1,,30,40,51850,30840,13,8,2,10,6,6,1,16,4,2,4,2,5,16-08-2020,7,DC
Bélgica,25,Arnout Delmotte,425693793,,Imprevisible,,,1,1,28,82,93320,34668,12,6,4,10,6,7,1,16,4,4,9,4,9,19-08-2020,7,DC
Suiza,27,Maximilian Gmünder,426697959,,,,,,,28,19,28350,15684,67,6,4,20,4,7,1,14,4,3,4,5,3,16-08-2020,5.5,DC
Venezuela,92,Israel Arteaga,428808648,,,,,,,27,73,550,444,157,2,5,20,3,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Suiza,,Achille Lev,439739663,,Imprevisible,,,,,36,84,0,300,13,7,7,11,3,3,0,4,3,1,1,0,6,10-11-2019,3.5,DC
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,31,108,1120,770,171,4,2,20,2,5,6,2,2,1,1,1,5,13-11-2019,3,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,37,96,130,290,171,7,1,20,4,3,4,2,2,0,0,0,2,08-01-2020,3,POR
Rusia,44,Albert Kurylev,377934834,,,,,,,41,36,2900,1572,43,16,2,18,6,2,12,0,1,0,0,0,8,16-08-2020,3.5,POR
