Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Rumanía,12,Fănică Teacu,433196899,,,,,,,28,16,3930,1620,146,5,2,20,7,7,7,3,6,1,1,1,4,04-10-2020,4,POR
Grecia,13,Pakis Trachanoplagias,422917556,,Rápido,,,,,29,80,3530,900,163,6,1,20,6,7,1,8,7,4,3,3,2,04-10-2020,3.5,DC
España,9,Mauro Albelda,426590336,,Técnico,,,1,,29,62,2650,600,163,4,3,20,6,6,1,5,7,4,5,7,1,30-09-2020,4,DEL
Italia,19,Mauro Turina,448915978,,Imprevisible,,,,,19,30,2490,468,35,2,2,17,7,7,1,4,7,4,7,3,4,30-09-2020,4.5,MC
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,30,53,2450,564,163,6,2,20,6,6,1,8,6,4,5,6,6,30-09-2020,4.5,DC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,27,89,1690,612,146,4,2,20,4,6,1,8,6,4,4,4,1,22-07-2020,3.5,LD
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,39,1340,690,177,4,2,20,4,5,6,2,2,1,1,1,5,26-08-2020,1.5,POR
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,17,45,1100,310,5,2,4,7,5,6,1,2,4,6,7,3,3,27-09-2020,2.5,MC
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,4,690,444,163,2,5,20,5,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Alemania,35,Walter Brieselang,401033610,,,,,,,39,44,680,1404,62,8,5,20,3,2,0,0,12,0,2,0,4,12-08-2020,5.5,MC
Colombia,98,Gonzalo Albán,427777420,,,1,,,,29,40,560,380,177,3,6,20,2,6,1,7,5,4,5,2,5,10-05-2020,4,DC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,44,500,310,177,2,3,20,5,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,34,Daniel Otero,455416321,,Técnico,,,,,17,20,390,290,1,2,6,4,6,5,2,5,6,4,3,2,4,30-09-2020,2.5,MC
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,26,140,290,177,3,1,20,2,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,27,60,280,177,7,1,20,4,3,4,2,1,0,0,0,1,09-09-2020,1.5,POR
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,15,0,300,19,7,7,13,1,3,0,4,3,1,0,0,6,09-09-2020,0.5,LI
